,problem_name,hashed_name,sheet_name,skills,lesson_name
2240,coordinates2,a1f74d6coordinates2,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2241,coordinates20,a1f74d6coordinates20,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2242,coordinates21,a1f74d6coordinates21,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2243,coordinates22,a1f74d6coordinates22,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2244,coordinates23,a1f74d6coordinates23,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2245,coordinates24,a1f74d6coordinates24,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2246,coordinates25,a1f74d6coordinates25,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2247,coordinates26,a1f74d6coordinates26,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2248,coordinates27,a1f74d6coordinates27,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2249,coordinates28,a1f74d6coordinates28,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2250,coordinates29,a1f74d6coordinates29,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2251,coordinates3,a1f74d6coordinates3,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2252,coordinates30,a1f74d6coordinates30,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2253,coordinates4,a1f74d6coordinates4,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2254,coordinates5,a1f74d6coordinates5,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2255,coordinates6,a1f74d6coordinates6,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2256,coordinates7,a1f74d6coordinates7,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2257,coordinates8,a1f74d6coordinates8,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2258,coordinates9,a1f74d6coordinates9,4.1 Use the Rectangular Coordinate System,['use_the_rectangular_coordinate_system'],Openstax: Elementary Algebra
2259,graph1,ac879b3graph1,4.2 Graph Linear Equations in Two Variables,['recognize_the_relationship_between_the_solutions_of_an_equation_and_its_graph'],Openstax: Elementary Algebra
2260,graph10,ac879b3graph10,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2261,graph11,ac879b3graph11,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2262,graph12,ac879b3graph12,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2263,graph13,ac879b3graph13,4.2 Graph Linear Equations in Two Variables,['graph_vertical_and_horizontal_lines'],Openstax: Elementary Algebra
2264,graph14,ac879b3graph14,4.2 Graph Linear Equations in Two Variables,['graph_vertical_and_horizontal_lines'],Openstax: Elementary Algebra
2265,graph15,ac879b3graph15,4.2 Graph Linear Equations in Two Variables,['recognize_the_relationship_between_the_solutions_of_an_equation_and_its_graph'],Openstax: Elementary Algebra
2266,graph2,ac879b3graph2,4.2 Graph Linear Equations in Two Variables,['recognize_the_relationship_between_the_solutions_of_an_equation_and_its_graph'],Openstax: Elementary Algebra
2267,graph3,ac879b3graph3,4.2 Graph Linear Equations in Two Variables,['recognize_the_relationship_between_the_solutions_of_an_equation_and_its_graph'],Openstax: Elementary Algebra
2268,graph4,ac879b3graph4,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2269,graph5,ac879b3graph5,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2270,graph6,ac879b3graph6,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2271,graph7,ac879b3graph7,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2272,graph8,ac879b3graph8,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2273,graph9,ac879b3graph9,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2274,linearequation1,ac879b3linearequation1,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2275,linearequation10,ac879b3linearequation10,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2276,linearequation11,ac879b3linearequation11,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2277,linearequation12,ac879b3linearequation12,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2278,linearequation13,ac879b3linearequation13,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2279,linearequation2,ac879b3linearequation2,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2280,linearequation3,ac879b3linearequation3,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2281,linearequation4,ac879b3linearequation4,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2282,linearequation5,ac879b3linearequation5,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2283,linearequation6,ac879b3linearequation6,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2284,linearequation7,ac879b3linearequation7,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2285,linearequation8,ac879b3linearequation8,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2286,linearequation9,ac879b3linearequation9,4.2 Graph Linear Equations in Two Variables,['graph_a_linear_equation_by_plotting_points'],Openstax: Elementary Algebra
2287,intercepts1,aafbadeintercepts1,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2288,intercepts10,aafbadeintercepts10,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2289,intercepts11,aafbadeintercepts11,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2290,intercepts12,aafbadeintercepts12,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2291,intercepts13,aafbadeintercepts13,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2292,intercepts14,aafbadeintercepts14,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2293,intercepts15,aafbadeintercepts15,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2294,intercepts16,aafbadeintercepts16,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2295,intercepts17,aafbadeintercepts17,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2296,intercepts18,aafbadeintercepts18,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2297,intercepts2,aafbadeintercepts2,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2298,intercepts20,aafbadeintercepts20,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2299,intercepts21,aafbadeintercepts21,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2300,intercepts22,aafbadeintercepts22,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2301,intercepts23,aafbadeintercepts23,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2302,intercepts24,aafbadeintercepts24,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2303,intercepts25,aafbadeintercepts25,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2304,intercepts26,aafbadeintercepts26,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2305,intercepts27,aafbadeintercepts27,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2306,intercepts28,aafbadeintercepts28,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2307,intercepts29,aafbadeintercepts29,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2308,intercepts3,aafbadeintercepts3,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2309,intercepts30,aafbadeintercepts30,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2310,intercepts31,aafbadeintercepts31,4.3 Graph with Intercepts,['find_the_x__and_y_intercepts_from_an_equation_of_a_line.'],Openstax: Elementary Algebra
2311,intercepts4,aafbadeintercepts4,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2312,intercepts5,aafbadeintercepts5,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2313,intercepts6,aafbadeintercepts6,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2314,intercepts7,aafbadeintercepts7,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2315,intercepts8,aafbadeintercepts8,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2316,intercepts9,aafbadeintercepts9,4.3 Graph with Intercepts,['graph_with_intercepts'],Openstax: Elementary Algebra
2317,,a18a5a6,4.4  Understand Slope of a Line,[''],Openstax: Elementary Algebra
2318,slope1,a18a5a6slope1,4.4  Understand Slope of a Line,['use_geoboards_to_model_slope'],Openstax: Elementary Algebra
2319,slope10,a18a5a6slope10,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2320,slope11,a18a5a6slope11,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2321,slope12,a18a5a6slope12,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2322,slope13,a18a5a6slope13,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2323,slope14,a18a5a6slope14,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2324,slope15,a18a5a6slope15,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2325,slope16,a18a5a6slope16,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2326,slope17,a18a5a6slope17,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2327,slope18,a18a5a6slope18,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2328,slope19,a18a5a6slope19,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2329,slope2,a18a5a6slope2,4.4  Understand Slope of a Line,['use_geoboards_to_model_slope'],Openstax: Elementary Algebra
2330,slope20,a18a5a6slope20,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2331,slope3,a18a5a6slope3,4.4  Understand Slope of a Line,['use_geoboards_to_model_slope'],Openstax: Elementary Algebra
2332,slope4,a18a5a6slope4,4.4  Understand Slope of a Line,['use_geoboards_to_model_slope'],Openstax: Elementary Algebra
2333,slope5,a18a5a6slope5,4.4  Understand Slope of a Line,['use_geoboards_to_model_slope'],Openstax: Elementary Algebra
2334,slope6,a18a5a6slope6,4.4  Understand Slope of a Line,['use_geoboards_to_model_slope'],Openstax: Elementary Algebra
2335,slope7,a18a5a6slope7,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2336,slope8,a18a5a6slope8,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2337,slope9,a18a5a6slope9,4.4  Understand Slope of a Line,['using_m=rise/run_to_find_the_slope_of_a_line_from_its_graph'],Openstax: Elementary Algebra
2338,,a28448c,4.5 Use the Slope-Intercept Form of an Equation of a Line,[''],Openstax: Elementary Algebra
2339,slope1,a28448cslope1,4.5 Use the Slope-Intercept Form of an Equation of a Line,['recognize_the_relation_between_the_graph_and_the_slope–intercept_form_of_an_equation_of_a_line'],Openstax: Elementary Algebra
2340,slope10,a28448cslope10,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2341,slope11,a28448cslope11,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2342,slope12,a28448cslope12,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2343,slope13,a28448cslope13,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2344,slope14,a28448cslope14,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2345,slope15,a28448cslope15,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2346,slope16,a28448cslope16,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2347,slope17,a28448cslope17,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2348,slope18,a28448cslope18,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2349,slope19,a28448cslope19,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2350,slope2,a28448cslope2,4.5 Use the Slope-Intercept Form of an Equation of a Line,['recognize_the_relation_between_the_graph_and_the_slope–intercept_form_of_an_equation_of_a_line'],Openstax: Elementary Algebra
2351,slope20,a28448cslope20,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2352,slope21,a28448cslope21,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2353,slope22,a28448cslope22,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_parallel_lines'],Openstax: Elementary Algebra
2354,slope23,a28448cslope23,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2355,slope24,a28448cslope24,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2356,slope25,a28448cslope25,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2357,slope26,a28448cslope26,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2358,slope27,a28448cslope27,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2359,slope28,a28448cslope28,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2360,slope29,a28448cslope29,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2361,slope3,a28448cslope3,4.5 Use the Slope-Intercept Form of an Equation of a Line,['recognize_the_relation_between_the_graph_and_the_slope–intercept_form_of_an_equation_of_a_line'],Openstax: Elementary Algebra
2362,slope30,a28448cslope30,4.5 Use the Slope-Intercept Form of an Equation of a Line,['use_slopes_to_identify_perpendicular_lines'],Openstax: Elementary Algebra
2363,slope4,a28448cslope4,4.5 Use the Slope-Intercept Form of an Equation of a Line,['recognize_the_relation_between_the_graph_and_the_slope–intercept_form_of_an_equation_of_a_line'],Openstax: Elementary Algebra
2364,slope5,a28448cslope5,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2365,slope6,a28448cslope6,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2366,slope7,a28448cslope7,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2367,slope8,a28448cslope8,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2368,slope9,a28448cslope9,4.5 Use the Slope-Intercept Form of an Equation of a Line,['identify_the_slope_and_y_intercept_from_an_equation_of_a_line'],Openstax: Elementary Algebra
2369,,a08a388,4.6 Find the Equation of a Line,[''],Openstax: Elementary Algebra
2370,line1,a08a388line1,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2371,line10,a08a388line10,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2372,line11,a08a388line11,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2373,line12,a08a388line12,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2374,line13,a08a388line13,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2375,line14,a08a388line14,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2376,line15,a08a388line15,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2377,line16,a08a388line16,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_y_intercept'],Openstax: Elementary Algebra
2378,line17,a08a388line17,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_y_intercept'],Openstax: Elementary Algebra
2379,line18,a08a388line18,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_y_intercept'],Openstax: Elementary Algebra
2380,line19,a08a388line19,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_y_intercept'],Openstax: Elementary Algebra
2381,line2,a08a388line2,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2382,line20,a08a388line20,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_y_intercept'],Openstax: Elementary Algebra
2383,line21,a08a388line21,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_y_intercept'],Openstax: Elementary Algebra
2384,line22,a08a388line22,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_a_point'],Openstax: Elementary Algebra
2385,line23,a08a388line23,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_a_point'],Openstax: Elementary Algebra
2386,line24,a08a388line24,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_a_point'],Openstax: Elementary Algebra
2387,line25,a08a388line25,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_the_slope_and_a_point'],Openstax: Elementary Algebra
2388,line26,a08a388line26,4.6 Find the Equation of a Line,['find_an_equation_of_the_line_given_two_points'],Openstax: Elementary Algebra
2389,line27,a08a388line27,4.6 Find the Equation of a Line,['find_an_equation_of_a_line_parallel_to_a_given_line'],Openstax: Elementary Algebra
2390,line28,a08a388line28,4.6 Find the Equation of a Line,['find_an_equation_of_a_line_perpendicular_to_a_given_line'],Openstax: Elementary Algebra
2391,line29,a08a388line29,4.6 Find the Equation of a Line,['find_an_equation_of_a_line_perpendicular_to_a_given_line'],Openstax: Elementary Algebra
2392,line3,a08a388line3,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2393,line30,a08a388line30,4.6 Find the Equation of a Line,['find_an_equation_of_a_line_perpendicular_to_a_given_line'],Openstax: Elementary Algebra
2394,line4,a08a388line4,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2395,line5,a08a388line5,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2396,line6,a08a388line6,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2397,line7,a08a388line7,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2398,line8,a08a388line8,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2399,line9,a08a388line9,4.6 Find the Equation of a Line,['find_the_equation_of_a_line'],Openstax: Elementary Algebra
2400,,afbeae7,4.7 Graphs of Linear Inequalities,[''],Openstax: Elementary Algebra
2401,inequalities1,afbeae7inequalities1,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2402,inequalities10,afbeae7inequalities10,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2403,inequalities11,afbeae7inequalities11,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2404,inequalities12,afbeae7inequalities12,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2405,inequalities13,afbeae7inequalities13,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2406,inequalities14,afbeae7inequalities14,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2407,inequalities15,afbeae7inequalities15,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2408,inequalities16,afbeae7inequalities16,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2409,inequalities17,afbeae7inequalities17,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2410,inequalities18,afbeae7inequalities18,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2411,inequalities19,afbeae7inequalities19,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2412,inequalities2,afbeae7inequalities2,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2413,inequalities20,afbeae7inequalities20,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2414,inequalities21,afbeae7inequalities21,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2415,inequalities22,afbeae7inequalities22,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2416,inequalities23,afbeae7inequalities23,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2417,inequalities24,afbeae7inequalities24,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2418,inequalities25,afbeae7inequalities25,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2419,inequalities26,afbeae7inequalities26,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2420,inequalities27,afbeae7inequalities27,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2421,inequalities28,afbeae7inequalities28,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2422,inequalities29,afbeae7inequalities29,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2423,inequalities3,afbeae7inequalities3,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2424,inequalities30,afbeae7inequalities30,4.7 Graphs of Linear Inequalities,['graph_linear_inequalities'],Openstax: Elementary Algebra
2425,inequalities4,afbeae7inequalities4,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2426,inequalities5,afbeae7inequalities5,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2427,inequalities6,afbeae7inequalities6,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2428,inequalities7,afbeae7inequalities7,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2429,inequalities8,afbeae7inequalities8,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2430,inequalities9,afbeae7inequalities9,4.7 Graphs of Linear Inequalities,['4.7_graphs_of_linear_inequalities'],Openstax: Elementary Algebra
2431,,a3d6ae2,5.1 Solve Systems of Equations by Graphing,[''],Openstax: Elementary Algebra
2432,sys1,a3d6ae2sys1,5.1 Solve Systems of Equations by Graphing,['determine_whether_an_ordered_pair_is_a_solution_of_a_system_of_equations'],Openstax: Elementary Algebra
2433,sys10,a3d6ae2sys10,5.1 Solve Systems of Equations by Graphing,['determine_whether_an_ordered_pair_is_a_solution_of_a_system_of_equations'],Openstax: Elementary Algebra
2434,sys11,a3d6ae2sys11,5.1 Solve Systems of Equations by Graphing,['determine_the_number_of_solutions_of_a_linear_system'],Openstax: Elementary Algebra
